,Organisation Name,City,County,Type & Rating,Route
51756,Selazar Limited,London,Antrim,Worker (A rating),Skilled Worker
51759,Select Asset Management Limited,London,,Worker (A rating),Skilled Worker
51764,Select Model Agency Limited,London,,Worker (A rating),Skilled Worker
51765,Select Model Agency Limited,London,,Temporary Worker (A rating),Creative Worker
51774,Selected Work Facility Limited,London,,Worker (A rating),Skilled Worker
51775,Selectia Education Ltd,London,,Worker (A rating),Skilled Worker
51778,Selfridges Retail Limited,London,,Worker (A rating),Skilled Worker
51782,Selina Finance Limited,London,,Worker (A rating),Skilled Worker
51783,Selina Management Company UK Limited,London,,Worker (A rating),Skilled Worker
51784,Selina Management Company UK Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
51787,Sell2World International Limited,London,,Worker (A rating),Skilled Worker
51791,Sellar Design & Development Ltd,London,,Worker (A rating),Skilled Worker
51805,Semper Unitas Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
51806,Semper Unitas Limited,London,,Worker (A rating),Skilled Worker
51812,Senbla Limited,London,,Temporary Worker (A rating),Creative Worker
51815,Senderwood Group Limited,London,,Worker (A rating),Skilled Worker
51816,Sendible Limited,London,,Worker (A rating),Skilled Worker
51817,SENDIN LTD,London,,Worker (A rating),Skilled Worker
51818,SENDIN LTD,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
51819,SendSpend Limited,London,,Worker (A rating),Skilled Worker
51821,Seneca London LLP,London,,Worker (A rating),Skilled Worker
51822,Sener Engineering & Systems LTD,London,,Worker (A rating),Skilled Worker
51828,Senior Health Care Agency Ltd,London,Greater London,Worker (A rating),Skilled Worker
51833,Sennep Ltd,London,,Worker (A rating),Skilled Worker
51834,Senning (UK) Ltd,London,,Worker (A rating),Skilled Worker
51835,Senning (UK) Ltd,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
51839,Sensat Digital Limited,London,,Worker (A rating),Skilled Worker
51845,SENSE OF WANDER LIMITED,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
51847,Sense Studio Limited,London,,Worker (A rating),Skilled Worker
51849,SENSEON TECH LTD,London,,Worker (A rating),Skilled Worker
51854,Sensing Feeling Limited,London,,Worker (A rating),Skilled Worker
51859,Sensor Tower UK LTD,London,,Worker (A rating),Skilled Worker
51860,Sensor Tower UK LTD,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
51863,Sensu Dentistry,London,,Worker (A rating),Skilled Worker
51864,Sensus Health & Wellness Ltd,London,London,Worker (A rating),Skilled Worker
51866,Sent Entertainment Limited,London,,Worker (A rating),Skilled Worker
51867,Sent Entertainment Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
51868,Sent Entertainment Limited,London,,Temporary Worker (A rating),Global Business Mobility: Graduate Trainee
51869,Sent Entertainment Limited,London,,Temporary Worker (A rating),Creative Worker
51871,Sentieo UK Ltd,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
51872,Sentieo UK Ltd,London,,Worker (A rating),Skilled Worker
51878,Sentium Technologies Ltd,London,,Worker (A rating),Skilled Worker
51882,SentryBay Limited,London,London,Worker (A rating),Skilled Worker
51883,Senzo Health Limited,London,,Worker (A rating),Skilled Worker
51884,SEO London,London,,Worker (A rating),Skilled Worker
51885,SEO London,London,,Temporary Worker (A rating),Government Authorised Exchange
51886,SEON TECHNOLOGIES UK LTD,London,,Worker (A rating),Skilled Worker
51890,Sephoras Fame Limited,London,,Worker (A rating),Skilled Worker
51891,Seplat Energy UK Limited,London,London,Worker (A rating),Skilled Worker
51892,Seplat Energy UK Limited,London,London,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
51893,SEPT GROUP LIMITED,London,London,Worker (A rating),Skilled Worker
51900,Sequel Business Solutions Ltd,London,,Worker (A rating),Skilled Worker
51903,Sequoia Capital LLP,London,,Worker (A rating),Skilled Worker
51905,Sequoia Investment Management Company Limited,London,,Worker (A rating),Skilled Worker
51908,Sequoia Organisation Ltd,London,London,Worker (A rating),Skilled Worker
51909,Ser Contractor LTD,London,Greater London,Worker (A rating),Skilled Worker
51910,SER SOLUTIONS UNITED KINGDOM LIMITED,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
51911,SER SOLUTIONS UNITED KINGDOM LIMITED,London,,Worker (A rating),Skilled Worker
51912,Sera Global Europe Holdings Limited,London,,Worker (A rating),Skilled Worker
51913,Sera Global Europe Holdings Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
51914,Sera Neon Limited,London,,Worker (A rating),Skilled Worker
51918,Serbian Orthodox Church of St. Sava,London,,Temporary Worker (A rating),Religious Worker
51919,Serbian Orthodox Church of St. Sava,London,,Worker (A rating),Tier 2 Ministers of Religion
51941,Serenity Integrated Care Ltd,London,,Worker (A rating),Skilled Worker
51942,Serenity One Ltd,London,,Worker (A rating),Skilled Worker
51943,Serenity Technologies Ltd.,London,,Worker (A rating),Skilled Worker
51945,Seres Information Technologie Ltd,London,,Worker (A rating),Skilled Worker
51946,Sergison Bates architects,London,,Worker (A rating),Skilled Worker
51947,Serica Energy PLC,London,,Worker (A rating),Skilled Worker
51948,Serie Architects,London,,Worker (A rating),Skilled Worker
51953,Serious Fraud Office,London,,Temporary Worker (A rating),Government Authorised Exchange
51954,Serious ltd,London,,Temporary Worker (A rating),Creative Worker
51956,Serious Stuff Limited,London,,Worker (A rating),Skilled Worker
51957,Sernova Financials Limited,London,,Worker (A rating),Skilled Worker
51958,Serone Capital Management LLP,London,,Worker (A rating),Skilled Worker
51959,Serra Consultancy Services Ltd,London,,Worker (A rating),Skilled Worker
51961,Serum Life Sciences Limited,London,,Worker (A rating),Skilled Worker
51962,Serum Life Sciences Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
51970,Servcorp UK Ltd,London,,Worker (A rating),Skilled Worker
51976,Service Compris Limited T/A B Zar Hair,London,,Worker (A rating),Skilled Worker
51978,Service Management Integrations Ltd,London,,Worker (A rating),Skilled Worker
51980,Service to the Aged,London,,Worker (A rating),Skilled Worker
51981,Service Works Global Ltd,London,,Worker (A rating),Skilled Worker
51982,ServiceMax Europe Limited,London,,Worker (A rating),Skilled Worker
51983,ServiceMax Europe Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
51987,ServiceRocket Limited,London,,Worker (A rating),Skilled Worker
51988,ServiceRocket Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
51990,Services for NRI Ltd,London,,Worker (A rating),Skilled Worker
52001,Servlane Limited,London,,Worker (A rating),Skilled Worker
52016,Setteo Ltd,London,,Worker (A rating),Skilled Worker
52018,SEVA PATIDAR LIMITED,London,,Worker (A rating),Skilled Worker
52022,Seven Bridges Genomics UK Limited,London,,Worker (A rating),Skilled Worker
52023,Seven Bridges Genomics UK Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
52024,SEVEN BRIDGES LIMITED,London,,Worker (A rating),Skilled Worker
52025,Seven Capital Plc,London,,Worker (A rating),Skilled Worker
52029,Seven Dials Playhouse Ltd,London,,Temporary Worker (A rating),Creative Worker
52032,Seven Partnership Limited,London,,Worker (A rating),Skilled Worker
52037,Seven Stories Limited,London,,Worker (A rating),Skilled Worker
52038,Seven Stories Limited,London,,Temporary Worker (A rating),Creative Worker
52039,SevenC3,London,,Worker (A rating),Skilled Worker
52040,SevenC3,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
52049,SevenRooms Ltd,London,,Worker (A rating),Skilled Worker
52050,SevenRooms Ltd,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
52051,Sevenshoots Ltd t/a Muse Productions,London,,Worker (A rating),Skilled Worker
52055,seventy7,London,,Worker (A rating),Skilled Worker
52069,Seyfarth Shaw (UK) LLP,London,,Worker (A rating),Skilled Worker
52070,Seyfarth Shaw (UK) LLP,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
52073,SEYMUL LIMITED,London,,Worker (A rating),Skilled Worker
52074,Seyo Limited,London,,Worker (A rating),Skilled Worker
52076,Seytos Limited,London,,Worker (A rating),Skilled Worker
52084,SFC Capital,London,UK,Worker (A rating),Skilled Worker
52086,SFM GLOBAL LTD,London,,Worker (A rating),Skilled Worker
52087,SFM UK Management LLP,London,,Worker (A rating),Skilled Worker
52088,SFM UK Management LLP,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
52090,SFO Capital Limited,London,,Worker (A rating),Skilled Worker
52091,SFO Capital Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
52092,S-Frame Software (UK) Ltd,London,,Worker (A rating),Skilled Worker
52094,SFTW (Edinburgh) Ltd,London,,Temporary Worker (A rating),Creative Worker
52095,SG & Co Accountants (UK) Limited,London,,Worker (A rating),Skilled Worker
52096,SG Digital Limited,London,,Worker (A rating),Skilled Worker
52097,SG Kleinwort Hambros Bank Limited,London,,Worker (A rating),Skilled Worker
52098,SG Kleinwort Hambros Bank Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
52100,SG Power Distribution Limited,London,,Worker (A rating),Skilled Worker
52102,SG Veteris Limited,London,,Worker (A rating),Skilled Worker
52103,SG&R Hodges Ward Elliott t/a HVS Hodges Ward Elliott,London,,Worker (A rating),Skilled Worker
52104,SG&R Valuation Services  LLC t/a HVS,London,,Worker (A rating),Skilled Worker
52108,SGP PRODUCTIONS LTD T/A NOVEL,London,,Worker (A rating),Skilled Worker
52114,SGW LAB Ltd,London,,Worker (A rating),Skilled Worker
52117,SH Accounting & Bookkeeping lTD,London,,Worker (A rating),Skilled Worker
52123,Shadow Foundr,London,,Worker (A rating),Skilled Worker
52124,Shadow Robot Company Ltd.,London,,Worker (A rating),Skilled Worker
52132,SHAFTESBURY CARE GRP LIMITED,London,,Worker (A rating),Skilled Worker
52134,Shaftesbury Hotel Limited,London,,Worker (A rating),Skilled Worker
52135,Shaftesbury PLC,London,,Worker (A rating),Skilled Worker
52137,Shah Halal Meat Limited,London,MIddlesex,Worker (A rating),Skilled Worker
52141,Shah One Limited T/A Mint Caterers,London,,Worker (A rating),Skilled Worker
52146,Shahidullah & Co,London,,Worker (A rating),Skilled Worker
52147,Shahjalal Grocery Ltd,London,,Worker (A rating),Skilled Worker
52157,Shakespeare Road UK Ltd.,London,,Worker (A rating),Skilled Worker
52158,Shakib & Neale Limited,London,,Worker (A rating),Skilled Worker
52161,Shall We Dance Limited,London,,Worker (A rating),Skilled Worker
52172,Shams Trading Uk Ltd T/A The Mughals Indian Restaurant,London,Greator London,Worker (A rating),Skilled Worker
52179,Shanghai Asian Insurance Brokers (UK) Limited,London,,Worker (A rating),Skilled Worker
52182,Shanghai Electric UK Company Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
52183,"Shanghai Foreign Investment Development Board, London Office",London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
52184,Shanghai Nights Ltd,London,,Worker (A rating),Skilled Worker
52185,"Shanghai Pudong Development Bank Co., Ltd.",London,,Worker (A rating),Skilled Worker
52186,"Shanghai Pudong Development Bank Co., Ltd.",London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
52187,Shanghai Stock Exchange London Office,London,Greater London,Worker (A rating),Skilled Worker
52188,Shanghai Stock Exchange London Office,London,Greater London,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
52192,Shangri-La Hotels Pte Limited,London,,Worker (A rating),Skilled Worker
52193,Shangri-La Hotels Pte Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
52195,Shanraj Limited,London,South Croydon,Worker (A rating),Skilled Worker
52198,Shanta Mining Company Limited,London,,Worker (A rating),Skilled Worker
52205,Shape Blue Ltd,London,,Worker (A rating),Skilled Worker
52206,Shape History Ltd,London,,Worker (A rating),Skilled Worker
52207,Shape London,London,,Temporary Worker (A rating),Creative Worker
52208,Shape Works Limited,London,,Worker (A rating),Skilled Worker
52213,Sharanu Limited,London,,Worker (A rating),Skilled Worker
52215,Shard Capital Limited,London,,Worker (A rating),Skilled Worker
52216,Shard Financial Media Limited,London,Surrey,Worker (A rating),Skilled Worker
52217,Shard Global Ltd,London,,Worker (A rating),Skilled Worker
52218,Sharda Care Limited,London,,Worker (A rating),Skilled Worker
52219,SHARE Advertising Limited,London,,Worker (A rating),Skilled Worker
52226,SharedPads Renting LLP,London,Hounslow,Worker (A rating),Skilled Worker
52227,ShareThis UK Limited,London,,Worker (A rating),Skilled Worker
52228,ShareThis UK Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
52234,Sharkmob London Limited,London,London,Worker (A rating),Skilled Worker
52251,Sharp End Partnership Ltd,London,,Worker (A rating),Skilled Worker
52256,SharpCloud Software Limited,London,,Worker (A rating),Skilled Worker
52257,Sharpe Pritchard LLP,London,,Worker (A rating),Skilled Worker
52271,Shaw Wallace Limited,London,LONDON,Worker (A rating),Skilled Worker
52274,Shawfield Wealth Management Limited,London,,Worker (A rating),Skilled Worker
52280,Shaz & Co Limited,London,,Worker (A rating),Skilled Worker
52291,Shearman & Sterling (London) LLP,London,,Worker (A rating),Skilled Worker
52292,Shearman & Sterling (London) LLP,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
52298,SHEBAHL SKILLS and SUPPORT SERVICES LTD,London,,Worker (A rating),Skilled Worker
52302,Sheehan Nagle Hartray Associates Limited,London,,Worker (A rating),Skilled Worker
52303,Sheehan Nagle Hartray Associates Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
52312,Sheffield Haworth Limited,London,,Worker (A rating),Skilled Worker
52330,ShelfNow Limited,London,,Worker (A rating),Skilled Worker
52336,Shell EV Charging Solutions UK Ltd,London,,Worker (A rating),Skilled Worker
52337,Shell International Ltd,London,,Worker (A (Premium)),Skilled Worker
52338,Shell International Ltd,London,,Worker (A (Premium)),Global Business Mobility: Senior or Specialist Worker
52339,Shell International Ltd,London,,Temporary Worker (A (Premium)),Global Business Mobility: Graduate Trainee
52341,Shellworks Group Ltd,London,London,Worker (A rating),Skilled Worker
52344,"Shelter, The National Campaign for Homelessness People Ltd",London,,Worker (A rating),Skilled Worker
52348,Shelton Fleming Associates Ltd,London,,Worker (A rating),Skilled Worker
52350,Sheltons Group Services Limited,London,,Worker (A rating),Skilled Worker
52351,Sheltons Group Services Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
52353,Shenkman Capital Management Ltd,London,,Worker (A rating),Skilled Worker
52354,Shenkman Capital Management Ltd,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
52361,Sheppard Mullin Richter & Hampton,London,,Worker (A rating),Skilled Worker
52362,Sheppard Robson People Limited,London,,Worker (A rating),Skilled Worker
52367,Sheraton Hotels (U.K) Ltd,London,,Worker (A rating),Skilled Worker
52368,Sheraton Hotels (U.K) Ltd,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
52379,Sheridans,London,,Worker (A rating),Skilled Worker
52381,SHERLOCK HOLMES PARK PLAZA LIMITED,London,,Worker (A rating),Skilled Worker
52394,SHF Ventures 1 Ltd,London,,Worker (A rating),Skilled Worker
52396,Shi & Naz Limited (Trading as Legis Chambers),London,,Worker (A rating),Skilled Worker
52398,Shield Family Office,London,,Worker (A rating),Skilled Worker
52404,Shift 4 Limited,London,,Worker (A rating),Skilled Worker
52407,Shift Technology UK Limited,London,,Worker (A rating),Skilled Worker
52408,Shift Technology UK Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
52414,SHIKUMEN INVESTMENT (W12) LTD,London,,Worker (A rating),Skilled Worker
52415,Shillington College Limited,London,,Worker (A rating),Skilled Worker
52418,Shilpa Indian Restaurant Ltd,London,,Worker (A rating),Skilled Worker
52421,Shilton Sharpe Quarry Limited,London,,Worker (A rating),Skilled Worker
52422,Shilton Sharpe Quarry Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
52427,Shimizu Corporation,London,,Worker (A rating),Skilled Worker
52428,Shimizu Corporation,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
52435,Shine Mount Limited,London,,Worker (A rating),Skilled Worker
52437,Shinetech Europe Ltd.,London,UK,Worker (A rating),Skilled Worker
52438,Shinetech Europe Ltd.,London,UK,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
52441,"Shinhan Bank, London B",London,,Worker (A rating),Skilled Worker
52442,"Shinhan Bank, London B",London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
52443,Shining Eyes Ltd t/a Baroque Hair and Nails,London,,Worker (A rating),Skilled Worker
52445,Shining Stars Day Nursery Limited,London,,Worker (A rating),Skilled Worker
52447,Shinji Shumeikai (UK),London,London,Worker (A rating),Tier 2 Ministers of Religion
52448,Shinji Shumeikai (UK),London,London,Temporary Worker (A rating),Religious Worker
52449,Shinkin International Ltd,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
52450,Shinkin International Ltd,London,,Worker (A rating),Skilled Worker
52453,Shinsei International Limited,London,,Worker (A rating),Skilled Worker
52454,Shinsei International Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
52456,Shionogi B.V.,London,,Worker (A rating),Skilled Worker
52457,Shionogi B.V.,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
52463,Shipfix Ltd,London,,Worker (A rating),Skilled Worker
52466,Shiply Limited,London,,Worker (A rating),Skilled Worker
52472,ShipServ Limited,London,,Worker (A rating),Skilled Worker
52475,Shiran Investments,London,,Worker (A rating),Skilled Worker
52478,Shiraz Events London Ltd,London,,Worker (A rating),Skilled Worker
52490,Shiroma(UK) Ltd,London,,Worker (A rating),Skilled Worker
52491,Shiseido Group UK Limited,London,,Worker (A rating),Skilled Worker
52492,Shiseido Group UK Limited,London,,Temporary Worker (A rating),Creative Worker
52493,Shiseido Group UK Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
52509,Shivji Limited,London,,Worker (A rating),Skilled Worker
52518,SHL Capital (UK) Limited,London,,Worker (A rating),Skilled Worker
52522,SHM Productions Limited,London,,Worker (A rating),Skilled Worker
52525,Shobana Jeyasingh Dance Company,London,,Worker (A rating),Skilled Worker
52526,Shobana Jeyasingh Dance Company,London,,Temporary Worker (A rating),Creative Worker
52528,Shobhna Investments Ltd T/A W14 Hotel,London,,Worker (A rating),Skilled Worker
52529,Shocklogic Worldwide Limited,London,,Worker (A rating),Skilled Worker
52542,Shoni Productions Limited,London,,Worker (A rating),Skilled Worker
52543,Shoni Shokai UK Ltd,London,,Worker (A rating),Skilled Worker
52545,Shook Hardy & Bacon International LLP,London,,Worker (A rating),Skilled Worker
52546,Shook Hardy & Bacon International LLP,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
52547,Shoop Marketplace Limited,London,,Worker (A rating),Skilled Worker
52551,Shoot The Moon Ltd,London,,Worker (A rating),Skilled Worker
52558,Shop Nina Ltd,London,,Worker (A rating),Skilled Worker
52568,Shoreditch Design Studio Ltd.,London,County (optional),Worker (A rating),Skilled Worker
52569,Shorelight Partners LLP,London,,Worker (A rating),Skilled Worker
52571,Shorts International Limited,London,,Worker (A rating),Skilled Worker
52573,SHOTOPOP LIMITED,London,,Worker (A rating),Skilled Worker
52585,SHOWstudio Productions Limited,London,,Worker (A rating),Skilled Worker
52588,Shraddha V Limited T/A Stroud Green Post Office,London,,Worker (A rating),Skilled Worker
52592,Shree Ghanapathy Temple,London,,Worker (A rating),Tier 2 Ministers of Religion
52593,Shree Ghanapathy Temple,London,,Temporary Worker (A rating),Religious Worker
52594,Shree Gurudev 99 Ltd T/A Basilico,London,,Worker (A rating),Skilled Worker
52602,Shree K S Swaminarayan Temple (Woolwich),London,,Temporary Worker (A rating),Religious Worker
52630,Shree Swaminarayan Sidhant Sajivan Mandal London,London,,Temporary Worker (A rating),Religious Worker
52631,Shree Swaminarayan Sidhant Sajivan Mandal London,London,,Temporary Worker (A rating),Charity Worker
52632,Shree Swaminarayan Sidhant Sajivan Mandal London,London,,Worker (A rating),Tier 2 Ministers of Religion
52635,Shree Swaminarayan Temple,London,,Temporary Worker (A rating),Religious Worker
52679,Shri Kanagathurrkai Amman (Hindu) Temple Trust,London,,Worker (A rating),Tier 2 Ministers of Religion
52680,Shri Kanagathurrkai Amman (Hindu) Temple Trust,London,,Temporary Worker (A rating),Religious Worker
52684,Shri Paramhans Advait Mat,London,,Worker (A rating),Tier 2 Ministers of Religion
52685,Shri Paramhans Advait Mat,London,,Temporary Worker (A rating),Religious Worker
52689,Shri Sai Kiran Limited T/A Basilico,London,,Worker (A rating),Skilled Worker
52700,Shrisaya Limited,London,,Worker (A rating),Skilled Worker
52703,Shriya Consultancy Services Limited,London,,Worker (A rating),Skilled Worker
52705,SHRIYANS CAPITAL LIMITED,London,Essex,Worker (A rating),Skilled Worker
52709,SHS IT LTD,London,,Worker (A rating),Skilled Worker
52710,Shu Xiang Ge Limited,London,,Worker (A rating),Skilled Worker
52711,Shubbak,London,,Temporary Worker (A rating),Creative Worker
52720,Shutterstock (UK) Ltd,London,,Worker (A rating),Skilled Worker
52721,Shutterstock (UK) Ltd,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
52730,SIA Design Build,London,,Worker (A rating),Skilled Worker
52731,Sia Partners UK PLC,London,,Worker (A rating),Skilled Worker
52734,SIAHAF Management Ltd,London,,Worker (A rating),Skilled Worker
52736,Sibanye UK Limited,London,,Worker (A rating),Skilled Worker
52737,Sibling Recruitment Ltd,London,,Worker (A rating),Skilled Worker
52740,Sibs Limited,London,,Worker (A rating),Skilled Worker
52741,Sibylline Limited,London,London,Worker (A rating),Skilled Worker
52751,Side UK Limited,London,,Temporary Worker (A rating),Creative Worker
52754,Sidenor UK Ltd,London,Herts,Worker (A rating),Skilled Worker
52760,Sidetrade UK Limited,London,,Worker (A rating),Skilled Worker
52761,Sidetrade UK Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
52762,Sideways 6,London,London,Worker (A rating),Skilled Worker
52764,Sidhu & Simon Limited,London,,Worker (A rating),Skilled Worker
52767,Sidikies,London,,Worker (A rating),Skilled Worker
52768,Sidley Austin LLP,London,,Worker (A rating),Skilled Worker
52769,Sidley Austin LLP,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
52789,Siemens Mobility Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
52790,Siemens Mobility Limited,London,,Worker (A rating),Skilled Worker
52793,Sienna Capital London Limited,London,,Worker (A rating),Skilled Worker
52799,Sifted (EU) Ltd,London,London,Worker (A rating),Skilled Worker
52800,Sify Technologies Limited,London,,Worker (A rating),Skilled Worker
52801,Sify Technologies Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
52805,SIG Technologies Limited,London,,Worker (A rating),Skilled Worker
52809,Sigma Connectivity Ltd,London,,Worker (A rating),Global Business Mobility: UK Expansion Worker
52822,Sign Salad Ltd,London,,Worker (A rating),Skilled Worker
52824,Signal Capital Partners Limited,London,,Worker (A rating),Skilled Worker
52825,SIGNAL MEDIA LIMITED,London,,Worker (A rating),Skilled Worker
52826,SIGNAL MEDIA LIMITED,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
52827,Signal Ocean Limited,London,,Worker (A rating),Skilled Worker
52835,Signature Litigation LLP,London,London,Worker (A rating),Skilled Worker
52836,Signature Media London LTD,London,,Worker (A rating),Skilled Worker
52837,Signature Media London LTD,London,,Temporary Worker (A rating),Creative Worker
52842,Signature UK Business Solutions Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
52843,Signature UK Business Solutions Limited,London,,Worker (A rating),Skilled Worker
52844,Signature X Limited,London,,Worker (A rating),Skilled Worker
52846,Signet Capital Management Limited t/a Signet,London,,Worker (A rating),Skilled Worker
52847,Signet Capital Management Limited t/a Signet,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
52852,Signia Wealth Ltd,London,,Worker (A rating),Skilled Worker
52855,Signifyd UK Ltd,London,,Worker (A rating),Skilled Worker
52856,Signifyd UK Ltd,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
52859,Signol Limited,London,,Worker (A rating),Skilled Worker
52860,Signorelli Limited,London,,Worker (A rating),Skilled Worker
52862,Signum Global Advisors (UK) Limited,London,,Worker (A rating),Skilled Worker
52863,Signum Global Advisors (UK) Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
52867,SIGULER GUFF UK LLP,London,,Worker (A rating),Skilled Worker
52868,SIGULER GUFF UK LLP,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
52871,SII Services Limited,London,,Worker (A rating),Skilled Worker
52888,Silcs Solutions Limited,London,,Worker (A rating),Skilled Worker
52893,Silex Partners Limited,London,,Worker (A rating),Skilled Worker
52894,Silhani Beauty Limited,London,,Worker (A rating),Skilled Worker
52895,Silhouette UK Ltd,London,,Worker (A rating),Skilled Worker
52899,SILICON LOGIC UK LIMITED,London,,Worker (A rating),Skilled Worker
52900,Silicon Markets Limited,London,,Worker (A rating),Skilled Worker
52902,Silicon Rhino Ltd,London,Southwark,Worker (A rating),Skilled Worker
52903,Silicon Valley Bank,London,,Worker (A rating),Skilled Worker
52904,Silicon Valley Bank,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
52907,Silk Agency Ltd,London,,Worker (A rating),Skilled Worker
52908,Silk Factory Ltd,London,,Worker (A rating),Skilled Worker
52910,SILK Ventures,London,London,Worker (A rating),Skilled Worker
52911,SilkFred Limited,London,,Worker (A rating),Skilled Worker
52912,SILKWAYZ LTD,London,,Worker (A rating),Skilled Worker
52913,Sillion Ltd,London,,Worker (A rating),Skilled Worker
52916,Silva Brothers Logistics Ltd,London,Acton,Worker (A rating),Skilled Worker
52920,Silver Birch Finance Ltd,London,,Worker (A rating),Skilled Worker
52921,Silver Bricks London Ltd,London,,Worker (A rating),Skilled Worker
52922,Silver Bullet Data Services Ltd,London,,Worker (A rating),Skilled Worker
52923,Silver Bullet Publishing,London,,Worker (A rating),Skilled Worker
52925,Silver EMS,London,,Worker (A rating),Skilled Worker
52928,Silver Lake Europe LLP,London,,Worker (A rating),Skilled Worker
52929,Silver Lake Europe LLP,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
52930,Silver Levene LLP,London,,Worker (A rating),Skilled Worker
52935,Silver Mount Capital Limited,London,,Worker (A rating),Skilled Worker
52941,Silver Tree Parent Limited,London,,Worker (A rating),Skilled Worker
52942,Silverberry Food Ltd,London,,Worker (A rating),Skilled Worker
52944,Silverbird Global Limited,London,,Worker (A rating),Skilled Worker
52945,Silverbrook Holdings Limited,London,,Worker (A rating),Skilled Worker
52946,Silverbrook Holdings Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
52956,Silverfin Software Ltd,London,,Worker (A rating),Skilled Worker
52957,Silverfleet Capital Partners LLP,London,,Worker (A rating),Skilled Worker
52958,Silverfleet Capital Partners LLP,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
52966,Silverlink Technologies Ltd,London,,Worker (A rating),Skilled Worker
52967,Silverlink Technologies Ltd,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
52969,Silverpeak LLP,London,,Worker (A rating),Skilled Worker
52971,Silversea Cruises UK Limited,London,,Worker (A rating),Skilled Worker
52972,Silversea Cruises UK Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
52976,Silverstream Technologies (UK) Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
52977,Silverstream Technologies (UK) Limited,London,,Worker (A rating),Skilled Worker
52980,Silvia (London) Limited,London,,Worker (A rating),Skilled Worker
52982,SILVINE SOLICITORS LIMITED,London,,Worker (A rating),Skilled Worker
